c DIMACS syntax for problem in file: dat_files/blocks.dat
c 
c Reading file and encoding problem took: 0.123226 [s] 
c 
p cnf 	 304 	 18879 
1 0
2 0
3 0
4 0
-5 0
-6 0
-7 0
-8 0
-9 0
-10 0
-11 0
-12 0
-13 0
-14 0
-15 0
-16 0
-17 0
-18 0
-19 0
-20 0
301 0
302 0
303 0
304 0
-200 -211 111 0
-300 -211 0
-300 211 0
-100 -12 112 0
-100 -112 12 0
-200 -112 212 0
-200 -212 112 0
-300 -212 0
-300 212 0
-100 -13 113 0
-100 -113 13 0
-200 -113 213 0
-200 -213 113 0
-300 -213 0
-300 213 0
-100 -14 114 0
-100 -114 14 0
-200 -114 214 0
-200 -214 114 0
-300 -214 0
-300 214 0
-100 -15 115 0
-100 -115 15 0
-200 -115 215 0
-200 -215 115 0
-300 -215 0
-300 215 0
-100 -16 116 0
-100 -116 16 0
-200 -116 216 0
-200 -216 116 0
-300 -216 0
-300 216 0
-100 -17 117 0
-100 -117 17 0
-200 -117 217 0
-200 -217 117 0
-300 -217 0
-300 217 0
-100 -18 118 0
-100 -118 18 0
-200 -118 218 0
-200 -218 118 0
-300 -218 0
-300 218 0
-100 -19 119 0
-100 -119 19 0
-200 -119 219 0
-200 -219 119 0
-300 -219 0
-300 219 0
-100 -20 120 0
-100 -120 20 0
-200 -120 220 0
-200 -220 120 0
-300 -220 0
-300 220 0
-21 -22 0
-21 -23 0
-21 -24 0
-21 -25 0
-21 -26 0
-21 -27 0
-21 -28 0
-21 -29 0
-21 -30 0
-21 -31 0
-21 -32 0
-21 -33 0
-21 -34 0
-35 -21 0
-21 -36 0
-21 -37 0
-21 -38 0
-21 -39 0
-21 -40 0
-21 -41 0
-21 -42 0
-43 -21 0
-21 -44 0
-21 -45 0
-21 -46 0
-21 -47 0
-21 -48 0
-21 -49 0
-21 -50 0
-21 -51 0
-21 -52 0
-21 -53 0
-21 -54 0
-21 -55 0
-21 -56 0
-21 -57 0
-21 -58 0
-21 -59 0
-21 -60 0
-21 -61 0
-21 -62 0
-21 -63 0
-21 -64 0
-21 -65 0
-21 -66 0
-21 -67 0
-21 -68 0
-21 -69 0
-21 -70 0
-21 -71 0
-21 -72 0
-21 -73 0
-21 -74 0
-21 -75 0
-21 -76 0
-21 -77 0
-21 -78 0
-21 -79 0
-21 -80 0
-21 -81 0
-21 -82 0
-21 -83 0
-21 -84 0
-21 -85 0
-21 -86 0
-21 -87 0
-88 -21 0
-89 -21 0
-21 -90 0
-21 -91 0
-21 -92 0
-21 -93 0
-21 -94 0
-21 -95 0
-21 -96 0
-21 -97 0
-21 -98 0
-21 -99 0
-21 -100 0
-22 -23 0
-24 -22 0
-22 -25 0
-22 -26 0
-27 -22 0
-28 -22 0
-29 -22 0
-22 -30 0
-31 -22 0
-32 -22 0
-22 -33 0
-34 -22 0
-35 -22 0
-22 -36 0
-37 -22 0
-22 -38 0
-22 -39 0
-40 -22 0
-22 -41 0
-22 -42 0
-43 -22 0
-22 -44 0
-22 -45 0
-46 -22 0
-47 -22 0
-22 -48 0
-22 -49 0
-50 -22 0
-22 -51 0
-22 -52 0
-22 -53 0
-22 -54 0
-55 -22 0
-56 -22 0
-57 -22 0
-22 -58 0
-59 -22 0
-60 -22 0
-61 -22 0
-62 -22 0
-63 -22 0
-64 -22 0
-65 -22 0
-22 -66 0
-22 -67 0
-22 -68 0
-69 -22 0
-70 -22 0
-71 -22 0
-22 -72 0
-73 -22 0
-22 -74 0
-22 -75 0
-76 -22 0
-77 -22 0
-22 -78 0
-22 -79 0
-22 -80 0
-81 -22 0
-22 -82 0
-83 -22 0
-84 -22 0
-22 -85 0
-86 -22 0
-22 -87 0
-88 -22 0
-89 -22 0
-90 -22 0
-91 -22 0
-92 -22 0
-93 -22 0
-22 -94 0
-95 -22 0
-96 -22 0
-97 -22 0
-22 -98 0
-99 -22 0
-100 -22 0
-24 -23 0
-25 -23 0
-26 -23 0
-27 -23 0
-28 -23 0
-29 -23 0
-30 -23 0
-31 -23 0
-32 -23 0
-33 -23 0
-34 -23 0
-35 -23 0
-36 -23 0
-37 -23 0
-38 -23 0
-39 -23 0
-40 -23 0
-41 -23 0
-42 -23 0
-43 -23 0
-44 -23 0
-45 -23 0
-46 -23 0
-47 -23 0
-48 -23 0
-49 -23 0
-50 -23 0
-51 -23 0
-52 -23 0
-53 -23 0
-54 -23 0
-55 -23 0
-56 -23 0
-57 -23 0
-58 -23 0
-59 -23 0
-60 -23 0
-61 -23 0
-62 -23 0
-63 -23 0
-64 -23 0
-65 -23 0
-66 -23 0
-67 -23 0
-68 -23 0
-69 -23 0
-70 -23 0
-71 -23 0
-72 -23 0
-73 -23 0
-74 -23 0
-75 -23 0
-76 -23 0
-77 -23 0
-78 -23 0
-79 -23 0
-80 -23 0
-81 -23 0
-82 -23 0
-83 -23 0
-84 -23 0
-85 -23 0
-86 -23 0
-87 -23 0
-88 -23 0
-89 -23 0
-90 -23 0
-91 -23 0
-92 -23 0
-93 -23 0
-94 -23 0
-95 -23 0
-96 -23 0
-97 -23 0
-98 -23 0
-99 -23 0
-100 -23 0
-24 -25 0
-24 -26 0
-27 -24 0
-24 -28 0
-29 -24 0
-24 -30 0
-24 -31 0
-32 -24 0
-24 -33 0
-34 -24 0
-35 -24 0
-24 -36 0
-24 -37 0
-24 -38 0
-24 -39 0
-40 -24 0
-24 -41 0
-24 -42 0
-43 -24 0
-24 -44 0
-24 -45 0
-24 -46 0
-47 -24 0
-24 -48 0
-24 -49 0
-50 -24 0
-24 -51 0
-24 -52 0
-24 -53 0
-24 -54 0
-55 -24 0
-56 -24 0
-57 -24 0
-24 -58 0
-59 -24 0
-60 -24 0
-61 -24 0
-24 -62 0
-63 -24 0
-64 -24 0
-65 -24 0
-24 -66 0
-24 -67 0
-24 -68 0
-24 -69 0
-70 -24 0
-71 -24 0
-24 -72 0
-73 -24 0
-24 -74 0
-24 -75 0
-76 -24 0
-77 -24 0
-24 -78 0
-24 -79 0
-24 -80 0
-81 -24 0
-24 -82 0
-83 -24 0
-24 -84 0
-24 -85 0
-86 -24 0
-24 -87 0
-88 -24 0
-89 -24 0
-90 -24 0
-91 -24 0
-92 -24 0
-93 -24 0
-24 -94 0
-95 -24 0
-96 -24 0
-97 -24 0
-24 -98 0
-99 -24 0
-100 -24 0
-26 -25 0
-27 -25 0
-28 -25 0
-29 -25 0
-25 -30 0
-31 -25 0
-32 -25 0
-25 -33 0
-34 -25 0
-35 -25 0
-25 -36 0
-37 -25 0
-25 -38 0
-25 -39 0
-40 -25 0
-25 -41 0
-42 -25 0
-43 -25 0
-44 -25 0
-45 -25 0
-46 -25 0
-47 -25 0
-48 -25 0
-25 -49 0
-50 -25 0
-25 -51 0
-25 -52 0
-25 -53 0
-25 -54 0
-55 -25 0
-56 -25 0
-57 -25 0
-25 -58 0
-59 -25 0
-60 -25 0
-61 -25 0
-62 -25 0
-63 -25 0
-64 -25 0
-65 -25 0
-66 -25 0
-25 -67 0
-25 -68 0
-69 -25 0
-70 -25 0
-71 -25 0
-72 -25 0
-73 -25 0
-25 -74 0
-25 -75 0
-76 -25 0
-77 -25 0
-25 -78 0
-25 -79 0
-25 -80 0
-81 -25 0
-25 -82 0
-83 -25 0
-84 -25 0
-85 -25 0
-86 -25 0
-25 -87 0
-88 -25 0
-89 -25 0
-90 -25 0
-91 -25 0
-92 -25 0
-93 -25 0
-25 -94 0
-95 -25 0
-96 -25 0
-97 -25 0
-25 -98 0
-99 -25 0
-100 -25 0
-27 -26 0
-28 -26 0
-29 -26 0
-26 -30 0
-31 -26 0
-32 -26 0
-26 -33 0
-34 -26 0
-35 -26 0
-26 -36 0
-37 -26 0
-26 -38 0
-26 -39 0
-40 -26 0
-26 -41 0
-26 -42 0
-43 -26 0
-44 -26 0
-45 -26 0
-46 -26 0
-47 -26 0
-48 -26 0
-26 -49 0
-50 -26 0
-26 -51 0
-26 -52 0
-26 -53 0
-26 -54 0
-55 -26 0
-56 -26 0
-57 -26 0
-26 -58 0
-59 -26 0
-60 -26 0
-61 -26 0
-62 -26 0
-63 -26 0
-64 -26 0
-65 -26 0
-66 -26 0
-26 -67 0
-26 -68 0
-69 -26 0
-70 -26 0
-71 -26 0
-72 -26 0
-73 -26 0
-26 -74 0
-26 -75 0
-76 -26 0
-77 -26 0
-26 -78 0
-26 -79 0
-26 -80 0
-81 -26 0
-26 -82 0
-83 -26 0
-84 -26 0
-85 -26 0
-86 -26 0
-26 -87 0
-88 -26 0
-89 -26 0
-90 -26 0
-91 -26 0
-92 -26 0
-93 -26 0
-26 -94 0
-95 -26 0
-96 -26 0
-97 -26 0
-26 -98 0
-99 -26 0
-100 -26 0
-27 -28 0
-29 -27 0
-27 -30 0
-27 -31 0
-27 -32 0
-27 -33 0
-27 -34 0
-35 -27 0
-27 -36 0
-27 -37 0
-27 -38 0
-27 -39 0
-27 -40 0
-27 -41 0
-27 -42 0
-43 -27 0
-27 -44 0
-27 -45 0
-27 -46 0
-27 -47 0
-27 -48 0
-27 -49 0
-50 -27 0
-27 -51 0
-27 -52 0
-27 -53 0
-27 -54 0
-55 -27 0
-56 -27 0
-27 -57 0
-27 -58 0
-27 -59 0
-27 -60 0
-27 -61 0
-27 -62 0
-27 -63 0
-27 -64 0
-27 -65 0
-27 -66 0
-27 -67 0
-27 -68 0
-27 -69 0
-27 -70 0
-27 -71 0
-27 -72 0
-27 -73 0
-27 -74 0
-27 -75 0
-27 -76 0
-27 -77 0
-27 -78 0
-27 -79 0
-27 -80 0
-81 -27 0
-27 -82 0
-27 -83 0
-27 -84 0
-27 -85 0
-86 -27 0
-27 -87 0
-88 -27 0
-89 -27 0
-90 -27 0
-27 -91 0
-27 -92 0
-27 -93 0
-27 -94 0
-27 -95 0
-27 -96 0
-97 -27 0
-27 -98 0
-99 -27 0
-27 -100 0
-29 -28 0
-28 -30 0
-31 -28 0
-32 -28 0
-28 -33 0
-34 -28 0
-35 -28 0
-28 -36 0
-37 -28 0
-28 -38 0
-28 -39 0
-40 -28 0
-28 -41 0
-28 -42 0
-43 -28 0
-28 -44 0
-28 -45 0
-28 -46 0
-47 -28 0
-28 -48 0
-28 -49 0
-50 -28 0
-28 -51 0
-28 -52 0
-28 -53 0
-28 -54 0
-55 -28 0
-56 -28 0
-57 -28 0
-28 -58 0
-59 -28 0
-60 -28 0
-61 -28 0
-62 -28 0
-63 -28 0
-64 -28 0
-65 -28 0
-28 -66 0
-28 -67 0
-28 -68 0
-69 -28 0
-70 -28 0
-71 -28 0
-28 -72 0
-73 -28 0
-28 -74 0
-28 -75 0
-76 -28 0
-77 -28 0
-28 -78 0
-28 -79 0
-28 -80 0
-81 -28 0
-28 -82 0
-83 -28 0
-84 -28 0
-28 -85 0
-86 -28 0
-28 -87 0
-88 -28 0
-89 -28 0
-90 -28 0
-91 -28 0
-92 -28 0
-93 -28 0
-28 -94 0
-95 -28 0
-96 -28 0
-97 -28 0
-28 -98 0
-99 -28 0
-100 -28 0
-29 -30 0
-29 -31 0
-29 -32 0
-29 -33 0
-29 -34 0
-35 -29 0
-29 -36 0
-29 -37 0
-29 -38 0
-29 -39 0
-29 -40 0
-29 -41 0
-29 -42 0
-43 -29 0
-29 -44 0
-29 -45 0
-29 -46 0
-29 -47 0
-29 -48 0
-29 -49 0
-29 -50 0
-29 -51 0
-29 -52 0
-29 -53 0
-29 -54 0
-55 -29 0
-29 -56 0
-29 -57 0
-29 -58 0
-29 -59 0
-29 -60 0
-29 -61 0
-29 -62 0
-29 -63 0
-29 -64 0
-29 -65 0
-29 -66 0
-29 -67 0
-29 -68 0
-29 -69 0
-29 -70 0
-29 -71 0
-29 -72 0
-29 -73 0
-29 -74 0
-29 -75 0
-29 -76 0
-29 -77 0
-29 -78 0
-29 -79 0
-29 -80 0
-29 -81 0
-29 -82 0
-29 -83 0
-29 -84 0
-29 -85 0
-29 -86 0
-29 -87 0
-88 -29 0
-89 -29 0
-29 -90 0
-29 -91 0
-29 -92 0
-29 -93 0
-29 -94 0
-29 -95 0
-29 -96 0
-97 -29 0
-29 -98 0
-29 -99 0
-29 -100 0
-31 -30 0
-32 -30 0
-33 -30 0
-34 -30 0
-35 -30 0
-36 -30 0
-37 -30 0
-30 -38 0
-39 -30 0
-40 -30 0
-30 -41 0
-42 -30 0
-43 -30 0
-44 -30 0
-45 -30 0
-46 -30 0
-47 -30 0
-48 -30 0
-49 -30 0
-50 -30 0
-30 -51 0
-30 -52 0
-30 -53 0
-54 -30 0
-55 -30 0
-56 -30 0
-57 -30 0
-30 -58 0
-59 -30 0
-60 -30 0
-61 -30 0
-62 -30 0
-63 -30 0
-64 -30 0
-65 -30 0
-66 -30 0
-30 -67 0
-30 -68 0
-69 -30 0
-70 -30 0
-71 -30 0
-72 -30 0
-73 -30 0
-30 -74 0
-30 -75 0
-76 -30 0
-77 -30 0
-30 -78 0
-30 -79 0
-80 -30 0
-81 -30 0
-30 -82 0
-83 -30 0
-84 -30 0
-85 -30 0
-86 -30 0
-87 -30 0
-88 -30 0
-89 -30 0
-90 -30 0
-91 -30 0
-92 -30 0
-93 -30 0
-94 -30 0
-95 -30 0
-96 -30 0
-97 -30 0
-98 -30 0
-99 -30 0
-100 -30 0
-32 -31 0
-31 -33 0
-34 -31 0
-35 -31 0
-31 -36 0
-31 -37 0
-31 -38 0
-31 -39 0
-40 -31 0
-31 -41 0
-31 -42 0
-43 -31 0
-31 -44 0
-31 -45 0
-31 -46 0
-47 -31 0
-31 -48 0
-31 -49 0
-50 -31 0
-31 -51 0
-31 -52 0
-31 -53 0
-31 -54 0
-55 -31 0
-56 -31 0
-57 -31 0
-31 -58 0
-59 -31 0
-60 -31 0
-61 -31 0
-31 -62 0
-63 -31 0
-64 -31 0
-65 -31 0
-31 -66 0
-31 -67 0
-31 -68 0
-31 -69 0
-70 -31 0
-71 -31 0
-31 -72 0
-73 -31 0
-31 -74 0
-31 -75 0
-76 -31 0
-77 -31 0
-31 -78 0
-31 -79 0
-31 -80 0
-81 -31 0
-31 -82 0
-83 -31 0
-31 -84 0
-31 -85 0
-86 -31 0
-31 -87 0
-88 -31 0
-89 -31 0
-90 -31 0
-91 -31 0
-92 -31 0
-93 -31 0
-31 -94 0
-95 -31 0
-96 -31 0
-97 -31 0
-31 -98 0
-99 -31 0
-100 -31 0
-32 -33 0
-32 -34 0
-35 -32 0
-32 -36 0
-32 -37 0
-32 -38 0
-32 -39 0
-32 -40 0
-32 -41 0
-32 -42 0
-43 -32 0
-32 -44 0
-32 -45 0
-32 -46 0
-32 -47 0
-32 -48 0
-32 -49 0
-50 -32 0
-32 -51 0
-32 -52 0
-32 -53 0
-32 -54 0
-55 -32 0
-56 -32 0
-32 -57 0
-32 -58 0
-32 -59 0
-32 -60 0
-32 -61 0
-32 -62 0
-32 -63 0
-32 -64 0
-65 -32 0
-32 -66 0
-32 -67 0
-32 -68 0
-32 -69 0
-70 -32 0
-71 -32 0
-32 -72 0
-32 -73 0
-32 -74 0
-32 -75 0
-32 -76 0
-77 -32 0
-32 -78 0
-32 -79 0
-32 -80 0
-81 -32 0
-32 -82 0
-32 -83 0
-32 -84 0
-32 -85 0
-86 -32 0
-32 -87 0
-88 -32 0
-89 -32 0
-90 -32 0
-32 -91 0
-32 -92 0
-32 -93 0
-32 -94 0
-32 -95 0
-96 -32 0
-97 -32 0
-32 -98 0
-99 -32 0
-32 -100 0
-34 -33 0
-35 -33 0
-33 -36 0
-37 -33 0
-33 -38 0
-33 -39 0
-40 -33 0
-33 -41 0
-42 -33 0
-43 -33 0
-44 -33 0
-45 -33 0
-46 -33 0
-47 -33 0
-48 -33 0
-33 -49 0
-50 -33 0
-33 -51 0
-33 -52 0
-33 -53 0
-33 -54 0
-55 -33 0
-56 -33 0
-57 -33 0
-33 -58 0
-59 -33 0
-60 -33 0
-61 -33 0
-62 -33 0
-63 -33 0
-64 -33 0
-65 -33 0
-66 -33 0
-33 -67 0
-33 -68 0
-69 -33 0
-70 -33 0
-71 -33 0
-72 -33 0
-73 -33 0
-33 -74 0
-33 -75 0
-76 -33 0
-77 -33 0
-33 -78 0
-33 -79 0
-33 -80 0
-81 -33 0
-33 -82 0
-83 -33 0
-84 -33 0
-85 -33 0
-86 -33 0
-33 -87 0
-88 -33 0
-89 -33 0
-90 -33 0
-91 -33 0
-92 -33 0
-93 -33 0
-33 -94 0
-95 -33 0
-96 -33 0
-97 -33 0
-33 -98 0
-99 -33 0
-100 -33 0
-35 -34 0
-34 -36 0
-34 -37 0
-34 -38 0
-34 -39 0
-40 -34 0
-34 -41 0
-34 -42 0
-43 -34 0
-34 -44 0
-34 -45 0
-34 -46 0
-34 -47 0
-34 -48 0
-34 -49 0
-50 -34 0
-34 -51 0
-34 -52 0
-34 -53 0
-34 -54 0
-55 -34 0
-56 -34 0
-34 -57 0
-34 -58 0
-34 -59 0
-60 -34 0
-61 -34 0
-34 -62 0
-34 -63 0
-34 -64 0
-65 -34 0
-34 -66 0
-34 -67 0
-34 -68 0
-34 -69 0
-70 -34 0
-71 -34 0
-34 -72 0
-34 -73 0
-34 -74 0
-34 -75 0
-34 -76 0
-77 -34 0
-34 -78 0
-34 -79 0
-34 -80 0
-81 -34 0
-34 -82 0
-34 -83 0
-34 -84 0
-34 -85 0
-86 -34 0
-34 -87 0
-88 -34 0
-89 -34 0
-90 -34 0
-34 -91 0
-34 -92 0
-34 -93 0
-34 -94 0
-34 -95 0
-96 -34 0
-97 -34 0
-34 -98 0
-99 -34 0
-34 -100 0
-35 -36 0
-35 -37 0
-35 -38 0
-35 -39 0
-35 -40 0
-35 -41 0
-35 -42 0
-43 -35 0
-35 -44 0
-35 -45 0
-35 -46 0
-35 -47 0
-35 -48 0
-35 -49 0
-35 -50 0
-35 -51 0
-35 -52 0
-35 -53 0
-35 -54 0
-35 -55 0
-35 -56 0
-35 -57 0
-35 -58 0
-35 -59 0
-35 -60 0
-35 -61 0
-35 -62 0
-35 -63 0
-35 -64 0
-35 -65 0
-35 -66 0
-35 -67 0
-35 -68 0
-35 -69 0
-35 -70 0
-35 -71 0
-35 -72 0
-35 -73 0
-35 -74 0
-35 -75 0
-35 -76 0
-35 -77 0
-35 -78 0
-35 -79 0
-35 -80 0
-35 -81 0
-35 -82 0
-35 -83 0
-35 -84 0
-35 -85 0
-35 -86 0
-35 -87 0
-35 -88 0
-89 -35 0
-35 -90 0
-35 -91 0
-35 -92 0
-35 -93 0
-35 -94 0
-35 -95 0
-35 -96 0
-35 -97 0
-35 -98 0
-35 -99 0
-35 -100 0
-37 -36 0
-36 -38 0
-39 -36 0
-40 -36 0
-36 -41 0
-42 -36 0
-43 -36 0
-44 -36 0
-45 -36 0
-46 -36 0
-47 -36 0
-48 -36 0
-36 -49 0
-50 -36 0
-36 -51 0
-36 -52 0
-36 -53 0
-36 -54 0
-55 -36 0
-56 -36 0
-57 -36 0
-36 -58 0
-59 -36 0
-60 -36 0
-61 -36 0
-62 -36 0
-63 -36 0
-64 -36 0
-65 -36 0
-66 -36 0
-36 -67 0
-36 -68 0
-69 -36 0
-70 -36 0
-71 -36 0
-72 -36 0
-73 -36 0
-36 -74 0
-36 -75 0
-76 -36 0
-77 -36 0
-36 -78 0
-36 -79 0
-36 -80 0
-81 -36 0
-36 -82 0
-83 -36 0
-84 -36 0
-85 -36 0
-86 -36 0
-36 -87 0
-88 -36 0
-89 -36 0
-90 -36 0
-91 -36 0
-92 -36 0
-93 -36 0
-36 -94 0
-95 -36 0
-96 -36 0
-97 -36 0
-36 -98 0
-99 -36 0
-100 -36 0
-37 -38 0
-37 -39 0
-40 -37 0
-37 -41 0
-37 -42 0
-43 -37 0
-37 -44 0
-37 -45 0
-37 -46 0
-47 -37 0
-37 -48 0
-37 -49 0
-50 -37 0
-37 -51 0
-37 -52 0
-37 -53 0
-37 -54 0
-55 -37 0
-56 -37 0
-57 -37 0
-37 -58 0
-59 -37 0
-60 -37 0
-61 -37 0
-37 -62 0
-63 -37 0
-64 -37 0
-65 -37 0
-37 -66 0
-37 -67 0
-37 -68 0
-37 -69 0
-70 -37 0
-71 -37 0
-37 -72 0
-73 -37 0
-37 -74 0
-37 -75 0
-76 -37 0
-77 -37 0
-37 -78 0
-37 -79 0
-37 -80 0
-81 -37 0
-37 -82 0
-83 -37 0
-37 -84 0
-37 -85 0
-86 -37 0
-37 -87 0
-88 -37 0
-89 -37 0
-90 -37 0
-91 -37 0
-92 -37 0
-93 -37 0
-37 -94 0
-95 -37 0
-96 -37 0
-97 -37 0
-37 -98 0
-99 -37 0
-100 -37 0
-39 -38 0
-40 -38 0
-41 -38 0
-42 -38 0
-43 -38 0
-44 -38 0
-45 -38 0
-46 -38 0
-47 -38 0
-48 -38 0
-49 -38 0
-50 -38 0
-51 -38 0
-38 -52 0
-53 -38 0
-54 -38 0
-55 -38 0
-56 -38 0
-57 -38 0
-58 -38 0
-59 -38 0
-60 -38 0
-61 -38 0
-62 -38 0
-63 -38 0
-64 -38 0
-65 -38 0
-66 -38 0
-67 -38 0
-68 -38 0
-69 -38 0
-70 -38 0
-71 -38 0
-72 -38 0
-73 -38 0
-74 -38 0
-75 -38 0
-76 -38 0
-77 -38 0
-78 -38 0
-38 -79 0
-80 -38 0
-81 -38 0
-82 -38 0
-83 -38 0
-84 -38 0
-85 -38 0
-86 -38 0
-87 -38 0
-88 -38 0
-89 -38 0
-90 -38 0
-91 -38 0
-92 -38 0
-93 -38 0
-94 -38 0
-95 -38 0
-96 -38 0
-97 -38 0
-98 -38 0
-99 -38 0
-100 -38 0
-40 -39 0
-39 -41 0
-42 -39 0
-43 -39 0
-44 -39 0
-45 -39 0
-46 -39 0
-47 -39 0
-48 -39 0
-39 -49 0
-50 -39 0
-39 -51 0
-39 -52 0
-39 -53 0
-39 -54 0
-55 -39 0
-56 -39 0
-57 -39 0
-39 -58 0
-59 -39 0
-60 -39 0
-61 -39 0
-62 -39 0
-63 -39 0
-64 -39 0
-65 -39 0
-66 -39 0
-39 -67 0
-39 -68 0
-69 -39 0
-70 -39 0
-71 -39 0
-72 -39 0
-73 -39 0
-39 -74 0
-39 -75 0
-76 -39 0
-77 -39 0
-39 -78 0
-39 -79 0
-39 -80 0
-81 -39 0
-39 -82 0
-83 -39 0
-84 -39 0
-85 -39 0
-86 -39 0
-39 -87 0
-88 -39 0
-89 -39 0
-90 -39 0
-91 -39 0
-92 -39 0
-93 -39 0
-39 -94 0
-95 -39 0
-96 -39 0
-97 -39 0
-39 -98 0
-99 -39 0
-100 -39 0
-40 -41 0
-40 -42 0
-43 -40 0
-40 -44 0
-40 -45 0
-40 -46 0
-40 -47 0
-40 -48 0
-40 -49 0
-50 -40 0
-40 -51 0
-40 -52 0
-40 -53 0
-40 -54 0
-55 -40 0
-56 -40 0
-40 -57 0
-40 -58 0
-40 -59 0
-60 -40 0
-61 -40 0
-40 -62 0
-40 -63 0
-40 -64 0
-65 -40 0
-40 -66 0
-40 -67 0
-40 -68 0
-40 -69 0
-70 -40 0
-71 -40 0
-40 -72 0
-40 -73 0
-40 -74 0
-40 -75 0
-40 -76 0
-77 -40 0
-40 -78 0
-40 -79 0
-40 -80 0
-81 -40 0
-40 -82 0
-40 -83 0
-40 -84 0
-40 -85 0
-86 -40 0
-40 -87 0
-88 -40 0
-89 -40 0
-90 -40 0
-40 -91 0
-40 -92 0
-40 -93 0
-40 -94 0
-40 -95 0
-96 -40 0
-97 -40 0
-40 -98 0
-99 -40 0
-40 -100 0
-42 -41 0
-43 -41 0
-44 -41 0
-45 -41 0
-46 -41 0
-47 -41 0
-48 -41 0
-49 -41 0
-50 -41 0
-51 -41 0
-41 -52 0
-53 -41 0
-54 -41 0
-55 -41 0
-56 -41 0
-57 -41 0
-58 -41 0
-59 -41 0
-60 -41 0
-61 -41 0
-62 -41 0
-63 -41 0
-64 -41 0
-65 -41 0
-66 -41 0
-67 -41 0
-68 -41 0
-69 -41 0
-70 -41 0
-71 -41 0
-72 -41 0
-73 -41 0
-74 -41 0
-75 -41 0
-76 -41 0
-77 -41 0
-78 -41 0
-41 -79 0
-80 -41 0
-81 -41 0
-82 -41 0
-83 -41 0
-84 -41 0
-85 -41 0
-86 -41 0
-87 -41 0
-88 -41 0
-89 -41 0
-90 -41 0
-91 -41 0
-92 -41 0
-93 -41 0
-94 -41 0
-95 -41 0
-96 -41 0
-97 -41 0
-98 -41 0
-99 -41 0
-100 -41 0
-43 -42 0
-44 -42 0
-45 -42 0
-46 -42 0
-47 -42 0
-48 -42 0
-42 -49 0
-50 -42 0
-42 -51 0
-42 -52 0
-42 -53 0
-42 -54 0
-55 -42 0
-56 -42 0
-57 -42 0
-42 -58 0
-59 -42 0
-60 -42 0
-61 -42 0
-62 -42 0
-63 -42 0
-64 -42 0
-65 -42 0
-66 -42 0
-42 -67 0
-42 -68 0
-69 -42 0
-70 -42 0
-71 -42 0
-72 -42 0
-73 -42 0
-42 -74 0
-42 -75 0
-76 -42 0
-77 -42 0
-42 -78 0
-42 -79 0
-42 -80 0
-81 -42 0
-42 -82 0
-83 -42 0
-84 -42 0
-85 -42 0
-86 -42 0
-42 -87 0
-88 -42 0
-89 -42 0
-90 -42 0
-91 -42 0
-92 -42 0
-93 -42 0
-42 -94 0
-95 -42 0
-96 -42 0
-97 -42 0
-42 -98 0
-99 -42 0
-100 -42 0
-43 -44 0
-43 -45 0
-43 -46 0
-43 -47 0
-43 -48 0
-43 -49 0
-43 -50 0
-43 -51 0
-43 -52 0
-43 -53 0
-43 -54 0
-43 -55 0
-43 -56 0
-43 -57 0
-43 -58 0
-43 -59 0
-43 -60 0
-43 -61 0
-43 -62 0
-43 -63 0
-43 -64 0
-43 -65 0
-43 -66 0
-43 -67 0
-43 -68 0
-43 -69 0
-43 -70 0
-43 -71 0
-43 -72 0
-43 -73 0
-43 -74 0
-43 -75 0
-43 -76 0
-43 -77 0
-43 -78 0
-43 -79 0
-43 -80 0
-43 -81 0
-43 -82 0
-43 -83 0
-43 -84 0
-43 -85 0
-43 -86 0
-43 -87 0
-43 -88 0
-89 -43 0
-43 -90 0
-43 -91 0
-43 -92 0
-43 -93 0
-43 -94 0
-43 -95 0
-43 -96 0
-43 -97 0
-43 -98 0
-43 -99 0
-43 -100 0
-44 -45 0
-46 -44 0
-47 -44 0
-44 -48 0
-44 -49 0
-50 -44 0
-44 -51 0
-44 -52 0
-44 -53 0
-44 -54 0
-55 -44 0
-56 -44 0
-57 -44 0
-44 -58 0
-59 -44 0
-60 -44 0
-61 -44 0
-62 -44 0
-63 -44 0
-64 -44 0
-65 -44 0
-44 -66 0
-44 -67 0
-44 -68 0
-69 -44 0
-70 -44 0
-71 -44 0
-72 -44 0
-73 -44 0
-44 -74 0
-44 -75 0
-76 -44 0
-77 -44 0
-44 -78 0
-44 -79 0
-44 -80 0
-81 -44 0
-44 -82 0
-83 -44 0
-84 -44 0
-44 -85 0
-86 -44 0
-44 -87 0
-88 -44 0
-89 -44 0
-90 -44 0
-91 -44 0
-92 -44 0
-93 -44 0
-44 -94 0
-95 -44 0
-96 -44 0
-97 -44 0
-44 -98 0
-99 -44 0
-100 -44 0
-46 -45 0
-47 -45 0
-45 -48 0
-45 -49 0
-50 -45 0
-45 -51 0
-45 -52 0
-45 -53 0
-45 -54 0
-55 -45 0
-56 -45 0
-57 -45 0
-45 -58 0
-59 -45 0
-60 -45 0
-61 -45 0
-62 -45 0
-63 -45 0
-64 -45 0
-65 -45 0
-45 -66 0
-45 -67 0
-45 -68 0
-69 -45 0
-70 -45 0
-71 -45 0
-72 -45 0
-73 -45 0
-45 -74 0
-45 -75 0
-76 -45 0
-77 -45 0
-45 -78 0
-45 -79 0
-45 -80 0
-81 -45 0
-45 -82 0
-83 -45 0
-84 -45 0
-45 -85 0
-86 -45 0
-45 -87 0
